"number","formid","form.barcode","form.sampleid_no_match","form.study_type","form.p_location","form.t_location","form.s_location","form.ec_th","form.ev_way","form.ev_way_deviceID","form.neighbor","form.swab_surface","form.swab_surface_other","form..uiVersion","openrosa_headers.HTTP_X_OPENROSA_VERSION","date_header","auth_context.doc_type","auth_context.domain","form.collector_id","auth_context.user_id","X_rev","computed_modified_on_","form.meta.location..xmlns","form.ev_notes","auth_context.authenticated","form..type","initial_processing_complete","form.sample_weight","path","domain","completed_time","username","received_on","caseid","case_name","col_neigh","col_p_type_ch","col_UID"
245,"c7af4abf-2951-4745-9042-35efc30f2992",278,,"S",,,8,"11:41:00.000Z",8,"WRI 2","Adabraka",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-88a3c40fbd74ad693a969d6074517ad1",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-13 11:43:31","rkuddy","2016-06-13 11:45:19",,,305,,"03_01_0278"
246,"bb84ff4a-bc72-4fd6-9999-be1c3cc3287e",731,,,,,,"11:42:00.000Z",8116,"SP 3","Chorkor",1,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-a88f062fae6be61a3c7501fdc68b58f8",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-27 11:43:33","mchrisk","2016-04-27 11:49:06",,,302,,"03_07_0731"
247,"bb6dd721-6ca6-4262-856e-e7a347d23766",198,,,,,,"09:35:00.000Z",198,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-c499bf8b21450cef3bd517bda61ed40d",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-11 20:38:52","rkuddy","2016-05-11 09:39:29",,,302,,"03_08_0198"
248,"ffcb48bc-c8ff-4203-959d-020d7605d96a",569,,,,,,"11:35:00.000Z",569,"WRI 4","Kokomlemle",2,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-f81e0a80f98d3ccffb7c4fad3adc3ed4",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-21 10:37:48","mchrisk","2016-07-21 14:12:24",,,303,,"03_07_0569"
249,"f42f0740-61ab-4e89-8ce1-37dd8da44bb7",467,,,,,,"11:07:00.000Z",467,"WRI 4","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-753506644cc25af4c73386c9db132796",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-04 11:10:57","mchrisk","2016-07-04 11:11:13",,,303,,"03_03_0467"
250,"f49b87b8-b097-4e2d-9810-69782c7e0a97",577,,,,,,"10:13:00.000Z",577,"WRI 5","Kokomlemle",2,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-a389f10338748b2e0945c22757c443cd",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-21 10:15:20","cafrimpong","2016-07-21 14:11:05",,,303,,"03_07_0577"
251,"ed6161d7-71b7-439b-9b0a-867394c1d1c7",733,,,,,,"12:00:00.000Z",8117,"SP 3","Chorkor",1,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-377af95429fa6cea0020274aff04348c",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-27 12:01:57","mchrisk","2016-04-27 12:02:01",,,302,,"03_07_0733"
252,"ef9e7476-6c2c-4c7a-87e9-a17c0fdc7aa1",355,,,,,,"10:52:00.000Z",355,"WRI 5","Adabraka",2,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-265e32fb4f91a77f2cb55f954b37983d",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-20 10:53:57","cafrimpong","2016-06-22 09:54:40",,,305,,"03_07_0355"
253,"efa1e457-b064-4294-af6e-0e96d6381ab7",428,,,,,,"09:56:00.000Z",428,"WRI 15","Ringway",88,"Public laterine, laterine wall",1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-ec680a5f0345cae482ae54e300c4d3e5",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-23 10:01:22","cafrimpong","2016-06-23 10:01:32",,,304,,"03_07_0428"
255,"f96252e8-8ca9-4d70-9634-077a21799d1b",441,,"S",,,12,"11:38:00.000Z",441,"WRI 0","Ringway",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-35751feb7f82ca2b6578cb47c6cd6032",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-28 11:43:20","mchrisk","2016-06-28 11:43:28",,,304,,"03_01_0441"
256,"f7efde64-90b8-4629-842a-1b3fde102e69",133,,,,,,"10:04:00.000Z",133,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-426122ba81ed058807d5d717fb8b615c",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-05 21:05:55","rkuddy","2016-05-05 10:06:38",,,302,,"03_08_0133"
258,"f0b563a5-533a-4fa6-9752-e48e3c221ebb",266,,,,,,"10:52:00.000Z",266,"WRI2","Adabraka",2,,1,1,,"AuthContext","sp-accra",,"3b74088468b9017329b42841ed7918fe","2-0d3f1fa75e37c9ce4b7e23cde05148c3",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-08 10:54:11","bnbboye","2016-06-08 10:56:01",,,305,,"03_07_0266"
259,"f0c1b931-4e6a-4893-bd0d-531ec3127789",494,,,,,,"12:22:00.000Z",494,"WRI 3","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-ca5fbeb01808bd72f48429ad22e021ee",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-05 12:24:18","rkuddy","2016-07-05 12:26:16",,,303,,"03_08_0494"
260,"e93f0a81-ffcf-409a-b146-aa2d61ecf00e",499,,,,,,"12:48:00.000Z",499,"WRI 3","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-7427dea6c8b3a9f485151060616ab25d",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-05 12:50:25","rkuddy","2016-07-05 12:53:03",,,303,,"03_08_0499"
261,"e5a032e1-c998-4920-82c7-5c49fdb6b0c5",699,,,,,,"10:30:00.000Z",699,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-7fe2b797b205f63d9bc110c71e8bf481",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-21 10:31:41","rkuddy","2016-04-21 10:31:45",,,302,"pepper","03_02_0699"
262,"dd426716-638a-437c-8630-99b4fd222091",794,,,,,,"10:50:00.000Z",2224,"WRI 2","Chorkor",3,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-4e388aa4c424eb03b2d71a7655904f61",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-28 21:54:08","rkuddy","2016-05-03 09:15:42",,,302,,"03_07_0794"
263,"e10ad16b-340e-4320-805a-a7d324d7e41b",203,,,,,,"10:25:00.000Z",203,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-a8b55775885537b4afbd7318b83722a3",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-11 21:28:16","rkuddy","2016-05-11 10:28:54",,,302,,"03_08_0203"
264,"ecee5b48-37ce-48f0-aa25-88301723a659",180,,,,,,"09:43:00.000Z",180,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-c2f747406ec5cc4f876c9586575c155c",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-11 09:46:48","cafrimpong","2016-06-03 17:11:53",,,302,,"03_08_0180"
265,"db2c3bd5-8498-4b3f-b562-465582a79503",780,,,,,,"10:54:00.000Z",45,"03","Shiabu",88,"Public laterine, stall floor",1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-e46884e33a4605b05b096ea931c827ea",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-03-31 10:56:04","test","2016-06-03 16:52:25",,,301,,"03_07_0780"
266,"d9b5c32c-e71a-4f87-80f4-7497093a38e7",401,,,,,,"10:19:00.000Z",401,"WRI 2","Adabraka",2,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-8fc71e995648f21a434a9385c620f2d7",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-20 10:22:09","rkuddy","2016-06-20 10:23:59",,,305,,"03_07_0401"
267,"e3844772-f088-47a3-b6c1-611c50f64630",784,,,,,,"11:21:00.000Z",49,"03","Shiabu",88,"Public laterine, laterine floor",1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-59d2f7eb16b0b3c2ebb5b0d81f686203",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-03-31 11:23:32","test","2016-06-03 16:52:43",,,301,,"03_07_0784"
268,"d1ff7bf6-870d-49b3-a65e-6cbf42ac8445",212,,"S",,,8,"10:01:00.000Z",212,"WRI 5","Chorkor",,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-c85025f951b487faede22866357cf04d",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-12 10:07:29","cafrimpong","2016-06-03 17:13:07",,,302,,"03_01_0212"
269,"d010314e-54d3-4f5d-8f38-9bd67ea7796a",734,,,,,,"12:10:00.000Z",7116,"SP 10","Chorkor",2,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-571bd216af13c317f3ef760b0c5b6af9",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-27 12:13:46","mchrisk","2016-04-27 12:13:51",,,302,,"03_07_0734"
270,"ce731765-3609-48c4-95fe-e93e80bef4ab",684,,,,,,"10:02:00.000Z",684,"WRI 3","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-efcb7e9f1392dbf11768f07aed7f16af",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-21 10:06:21","mchrisk","2016-04-21 10:06:26",,,302,"Tomatoes","03_02_0684"
271,"cd6ab27a-f084-4d00-8461-7a505e6a9bf6",836,,"S",,,4,"09:41:00.000Z",0,,"Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-2d2a96741f70a9458850619a6308bc9f",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/8222e881d8b4104aed559936036ff9b4/","sp-accra","2016-03-24 09:43:44","test","2016-03-24 09:43:55",,,301,,"03_01_0836"
272,"d402bf57-90fe-40b0-86a1-5bad5b7d414e",640,,,,,,"10:55:00.000Z",640,"WRI 5","Kokomlemle",2,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-641b151a9902ea3b0643b2ac4c952e80",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-21 10:57:50","cafrimpong","2016-07-21 14:11:28",,,303,,"03_07_0640"
273,"d4cfc3da-69fd-4ae7-b1c7-92ed53c8ab18",571,,,,,,"10:37:00.000Z",571,"WRI 5","Kokomlemle",2,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-cec46a9e51701f93288c3fc359f8ba64",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-20 10:39:45","cafrimpong","2016-07-21 10:04:03",,,303,,"03_07_0571"
274,"4b5e1881-f6eb-4fcb-a4f8-817ee9e761cd",164,,,,,,"09:49:00.000Z",164,"WRI 5","Chorkor",88,"Public latrine, wall and floor",1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-624365f0a500e5743d5d53f01fe1a6c6",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-10 09:52:43","cafrimpong","2016-06-03 17:11:22",,,302,,"03_07_0164"
275,"4412fe5c-e43c-412f-9ea9-a1e337fd0172",250,,"S",,,14,"09:51:00.000Z",250,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-56a75e7330c950d2b3043a9bfd661f7f",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-20 20:54:00","rkuddy","2016-05-20 09:54:38",,,302,,"03_01_0250"
276,"43045dcf-4c45-46bd-886c-3dc582847055",720,,,,,,"13:11:00.000Z",7112,"WRI 3","Chorkor",88,"Household latrine, laterine walls",1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-194618f78ab27f865339046953c49774",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-26 12:13:06","cafrimpong","2016-04-26 12:13:14",,,302,,"03_07_0720"
277,"5384e9c8-563c-4dc0-a8b0-779fd529b8d1",722,,,,,,"13:45:00.000Z",7113,"WRI 3","Chorkor",3,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-8a23610628ac853aba2a8c3ed477f932",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-26 12:46:48","cafrimpong","2016-04-26 12:46:52",,,302,,"03_07_0722"
278,"54ed52f1-25c0-45a2-b122-f0b28e0e47da",674,,,,,,"10:14:00.000Z",8122,"WRI 15","Chorkor",3,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-617b94aad019f6f480687d9a05d4f842",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-28 10:20:15","mchrisk","2016-05-03 10:28:42",,,302,,"03_07_0674"
279,"504d6f2c-6a5f-4fba-b05b-1bb2a4ea0152",188,,,,,,"11:35:00.000Z",185,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-7a8747238effc28ca16a43a9eb973253",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-11 11:36:23","cafrimpong","2016-06-03 17:12:36",,,302,,"03_08_0188"
280,"438f9be0-5121-4040-8e5b-714aa31c99b6",526,,,,,,"11:40:00.000Z",526,"WRI 2","Kokomlemle",88,"public latrine",1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-96ec64b5fa79f086e5f755aaf660fa79",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-05 11:42:38","rkuddy","2016-07-05 11:44:35",,,303,,"03_07_0526"
281,"45b7c050-40c8-4869-91a3-1a5d51f9b8c0",330,,"S",,,1,"09:42:00.000Z",28,"WRI 2","Adabraka",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-56e9aed35d7202529b035b0e63faadae",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-15 09:45:23","rkuddy","2016-06-15 09:47:15",,,305,,"03_01_0330"
282,"32e543f6-a84a-4b64-9e0b-878feb1dddc6",556,,"S",,,17,"14:35:00.000Z",556,"WRI 3","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-dba877fa513ca80472549f75ab71593a",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-18 14:37:15","rkuddy","2016-07-18 14:37:22",,,303,,"03_01_0556"
283,"3a93aac2-f070-44cf-ae3b-3e0e7a439e93",224,,"P",1,,,"11:29:00.000Z",224,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-20de2312f94f4755293056f077193bea",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-19 11:34:27","mchrisk","2016-05-19 11:34:34",,,302,,"03_01_0224"
284,"3b8941d5-8ecc-427a-90a3-f5e97edde65d",308,,,,,,"11:25:00.000Z",308,"WRI 5","Adabraka",2,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-35406defc8770863b91122ff357db7ac",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-17 11:27:34","cafrimpong","2016-06-22 09:54:18",,,305,,"03_07_0308"
285,"370e5314-f8c8-4bfb-92e4-b06478c7c265",505,,"P",2,,,"11:45:00.000Z",505,"WRI 0","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-39fbc7e24dcdb6ae91ba2ff3f433bc5b",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-19 11:48:33","mchrisk","2016-07-19 12:18:25",,,303,,"03_01_0505"
286,"3eb6af69-1710-458f-8931-669087ac55b5",874,,,,,,"11:02:00.000Z",0,,"Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-3100debb981b601d0f0a81ab4f558180",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/8222e881d8b4104aed559936036ff9b4/","sp-accra","2016-03-21 11:04:05","test","2016-03-23 08:49:14",,,301,"Pepper","03_02_0874"
287,"3ee6d9b0-3103-47c6-8cd4-bfa74c7bef78",606,,,,,,"10:04:00.000Z",606,"WRI 0","Kokomlemle",2,,1,1,,"AuthContext","sp-accra",,"3b74088468b9017329b42841ed7918fe","2-215041fb32bb963a9f3ea0a8572f5902",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/b0c6c9eed07efd4152b520f29308a973/","sp-accra","2016-07-21 10:06:18","bnbboye","2016-07-21 14:17:47",,,303,,"03_07_0606"
288,"3f30d067-8793-463f-8a61-671fda97949c",698,,,,,,"10:22:00.000Z",698,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-ece1ed80c407efed29a4cde2160fa94a",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-21 10:23:41","rkuddy","2016-04-21 10:23:45",,,302,"tomatoes","03_02_0698"
289,"2f74c10c-71f0-4fd7-aab7-a7f49b5ccb10",100,,,,,,"10:31:00.000Z",100,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-d1c02c5851c42275b58538509b5f7234",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-03 21:37:28","rkuddy","2016-05-03 10:38:06",,,302,,"03_03_0100"
290,"37ce59c0-1d3f-4fcc-a238-9de3c051b106",601,,,,,,"10:35:00.000Z",601,"WRI 0","Kokomlemle",2,,1,1,,"AuthContext","sp-accra",,"3b74088468b9017329b42841ed7918fe","2-0ddb7759b9007c2b8dc3aeb6a11658a8",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/b0c6c9eed07efd4152b520f29308a973/","sp-accra","2016-07-20 10:36:34","bnbboye","2016-07-21 08:19:56",,,303,,"03_07_0601"
291,"35d9a360-e764-4390-b3b1-f5d28f593b80",396,,,,,,"10:32:00.000Z",396,"WRI 3","Ringway",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-bf2ca73cedd57790d4d636dba8a16ad2",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-23 10:33:47","rkuddy","2016-06-23 10:35:39",,,304,,"03_08_0396"
292,"57bbd558-fe48-466d-8301-49691ea3420f",173,,,,,,"10:23:00.000Z",173,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-1ae61fa8df3a2389410dcbc4900af992",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-09 21:25:42","rkuddy","2016-05-09 10:33:07",,,302,,"03_08_0173"
293,"adeb5032-c2f8-4c4f-b81a-63e682cc4afd",805,,"P",1,,,"10:36:00.000Z",20,"Sp09","Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-cb8b5cef1bd822e8739db05d3b3b42b5",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-03-30 10:39:48","test","2016-06-03 16:51:08",,,301,,"03_01_0805"
294,"aedd21ef-fb6e-499e-9cff-db85b4566dac",694,,,,,,"09:54:00.000Z",694,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-24ce9cd39838c4cedace5d9d0397815b",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-21 09:56:47","rkuddy","2016-04-21 09:56:52",,,302,"tomatoes","03_02_0694"
295,"ba23fbc7-3583-4cc9-b405-49fc15f81716",144,,,,,,"09:56:00.000Z",144,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-0d40cbc31cf4a54ba0a22a85e10ea19c",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-05 09:57:35","mchrisk","2016-05-05 15:11:46",,,302,,"03_04_0144"
296,"b10ba93c-5f65-4642-84ed-d8b7122c096a",313,,,,,,"10:45:00.000Z",313,"WRI 15","Adabraka",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-17e6e1bfa980c0bedfb0a4e9fa02e181",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-10 10:48:10","mchrisk","2016-06-10 10:48:18",,,305,,"03_08_0313"
298,"b2db6936-61b8-4a98-ab82-27a387a63a99",790,,,,,,"10:23:00.000Z",2222,"WRI 2","Chorkor",2,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-7f2f870e040bfb3bc7affb9ae63de7dc",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-28 21:25:27","rkuddy","2016-05-03 09:15:27",,,302,,"03_07_0790"
